accession,abundance WT,abundance FRDA,p-value
Q9Y5L0,620374.2984224376,418389.2607589927,0.24741867205324652
P13984,136645.13693309133,109664.81848832016,0.282857409163129
Q7Z4W1,231106.717220385,168427.1425696443,0.2943158933601429
Q9HAV7,34488.1803401352,44646.3674400612,0.2909994851446801
O43818,34123.178533762264,25978.8506686066,0.27363599803185323
Q9UHD1,381975.6255908506,449074.8812654777,0.27688980442972067
Q9GZZ9,379966.7074012677,311258.445086391,0.2809007612293813
O00178,304731.73464641505,256710.411950233,0.24420559359650773
Q5VWZ2,150472.77106328533,128227.53587584733,0.26985413291590615
Q13404,1856498.0581427168,2009276.9185021434,0.2597183123753842
Q9UNE7,51039.13182828116,55099.56374628126,0.2661771688857521
Q9UHD8,2514259.9754877365,2340126.837075844,0.26112027303390795
Q08945,122300.78566580074,142615.51051442834,0.26707626388341704
P62910,2529407.87769978,3101917.960144313,0.27184315038379087
P35998,1351840.8445304434,1171112.9780605568,0.2625340762054123
Q96BW5,369011.515808072,488571.028984556,0.2511400188561588
P07195,14534316.5152533,16776117.970918665,0.2574868289163233
Q92979,94981.51428505707,72778.45009438769,0.23203691528597437
Q9Y6E2,191069.4414239167,152722.87229218698,0.2820744598161205
P11021,7669172.698127356,9434356.33393515,0.30510684164205015
P62333,1322544.2767928264,1093024.940858766,0.29596958372246646
Q92820,1102719.0800059533,1053328.9863536833,0.26835795437693316
Q15019,1853369.0488206835,1567641.7944988033,0.2709605479254317
P41229,49596.60123497143,32473.82901347447,0.22508088223537165
Q6P3X3,83355.24002475337,93496.09050731733,0.2757092614532742
Q8TCU6,126067.22320321044,87689.55752273253,0.307599358234061
Q9Y5P6,362182.72920763196,419822.08747764863,0.2673404121716616
P23193,679332.2147564549,745662.534048624,0.27943807773401447
Q13098,237691.14929978934,220450.91155380334,0.2732322056389733
Q6UXN9,175580.43717948266,198854.8425286277,0.282402204973766
Q9NVA2,651148.402912452,746355.7385833199,0.27678355827028367
P24666,895766.6681184145,1118729.1331862104,0.2960877533272129
Q01081,160557.402040544,188041.49380789135,0.27471778265141966
Q8IUR0,67816.19369844049,59526.529280435934,0.28006716339382726
O75150,55652.756275240004,40573.19027151213,0.25273471653461915
Q8TD19,201118.88230498266,234332.7686619997,0.30408921019351964
Q8ND56,196502.07656396032,157291.10403783267,0.2646197455366638
Q15386,194303.30706259934,152454.59577894033,0.3034576530253093
P53634,531343.6154818767,429914.73887779034,0.28608448968805156
O95793,170214.01578990233,209622.72966828302,0.2860549991383705
Q9NR56,51301.62711105836,72369.09783429884,0.2674470629326332
Q9Y613,110179.11739214597,136950.75618030035,0.28177090438000485
P46776,3692264.6201193836,4410403.678695977,0.27681743183500435
Q93008,253336.95403034464,207237.8421244817,0.2668405097205051
P12004,2960989.408051703,2395302.0297086635,0.2921861812756315
P52306,169195.4622537133,137067.91268175803,0.2602054451497117
Q86V21,159459.41303835498,123881.02547817068,0.27285496305621715
Q13416,56178.64429228899,37659.10329076733,0.2446757718447463
P49411,534712.2150036207,604958.4149370344,0.28147844749123635
P05386,7173768.837303333,8646186.71748635,0.2986519265014501
Q9Y3C0,43843.2068092334,31999.525663502904,0.25720091396838296
Q96CN9,31103.45980347387,26226.644430658198,0.2961311480352769
Q69YN4,79622.81676616047,60281.245836804796,0.3415859032465413
Q9UK45,1157478.9570201593,893238.4532944908,0.26330292915963727
A6NHL2,5258377.004007657,5981047.253669977,0.2924730151519659
Q14137,172791.716172734,142758.57453705967,0.25786567331262605
Q9NZB2,180973.74897286633,205256.34266848167,0.29097936622653436
Q13257,359543.73771774466,306175.62260231737,0.28542253389480726
Q14651,8226205.229780245,9942728.38270613,0.26596107113900097
P49770,175172.2925443513,200537.63588281,0.28680709463942883
Q13568,221663.96859742564,259177.990445788,0.27780506103707125
P15311,7353535.03237806,5866275.95432322,0.25374526275401554
Q9NW13,16129.8702964417,13719.040527727635,0.2753369739819771
P22061,226436.37044639,194458.7068258913,0.28813646422891476
Q8TD55,62936.97208357677,91286.4270921194,0.25999251494382264
P57737,703405.0229201947,862915.4672252353,0.2956941121261194
O43488,605006.2618962616,518288.4051905283,0.2893102331177008
Q9BQA1,299329.59974696534,355091.88385400566,0.28673181898701267
Q92854,169153.50514327866,207367.77712708068,0.27177296466871553
P09496,749878.6671626613,914287.4042507237,0.2828171729080336
P36507,280820.84715550835,219261.04802089368,0.3185269792249541
P36871,1757909.9698886767,2064070.8751085934,0.2883602986948657
Q9P2R3,34479.1085940825,27105.356752687832,0.3148597325328328
Q99704,100987.08636679563,84087.28495850379,0.3078993126746582
Q9Y3B8,60074.5521659165,77303.55661286354,0.27398563189926584
O00267,111637.76103483188,96303.07786915854,0.3004024901533004
Q9NWU2,235173.41846150535,176911.88793507437,0.301511097511349
O00154,726343.8043136311,844965.7485611473,0.33072022011701796
Q86V81,466662.89900258,368443.3183269647,0.31589063789803823
Q99426,489555.0517145347,428975.53750845365,0.30706447754406774
Q9Y678,916197.4921349037,785479.64789757,0.3083588296809867
P51948,154465.78552803563,100815.92168377356,0.2901610032068477
Q96K17,309607.86358363036,236156.46128384466,0.3194961121838226
Q0VDF9,157740.976865068,185529.85777633998,0.3043522843987838
Q9GZP4,313962.76502905396,361582.79288316565,0.3041281143783014
P78417,1748879.0735509868,1451684.7427334099,0.2956017710152667
Q9H0E3,23943.460132317432,19982.906209476667,0.3154897533150959
O14972,38960.50192220807,44368.110985108164,0.31690274231468896
Q9UHY7,539036.4525735326,411773.16316344735,0.3099633369375313
Q9BW91,218083.40988769897,169875.24831159902,0.2953849258894397
Q9Y5X3,590224.59184572,470264.42651237134,0.32270584599895413
Q15418,62115.479317545076,71983.01487184,0.3151513770256226
P52888,911612.1524116024,1027474.5159492684,0.31473067918737024
P50552,656511.0244392097,493939.6806206794,0.2743881304825985
Q9UHB6,105086.70750161691,89444.00356573594,0.2994992483017835
O60488,260730.12491955966,318445.0373964366,0.29232298359003356
P01920,182724.15567697433,148083.98141567534,0.3135586242152407
Q9P0R6,493739.799918917,407888.7307390163,0.29766114395932625
P60900,2827437.8740933966,2336783.9205567664,0.3071494376093261
Q9ULE6,20498.671883040337,25929.84918666887,0.31175338157064103
P27986,200088.47863477864,236274.07655447364,0.3566136259462117
Q9H9E3,41600.255535062104,48427.87775974616,0.31218458184969383
P51531,225697.25554790933,196585.43212222998,0.3130935280342823
P54922,92745.28719709897,86681.68742717964,0.29177848106364596
Q96SU4,40644.24021115277,50915.0714345083,0.3259238821351385
O43929,109508.37551387267,81152.14066171268,0.27961196915562464
Q86V88,141243.901753563,162724.49597425634,0.30034605184067
P04040,186530.61750009298,210862.67909985865,0.2967526229498994
O95347,715949.2443804337,560461.242149781,0.2997417969841966
Q00534,96191.48567815243,107166.48715507233,0.3027436563134659
Q9H0D6,342150.3477535763,284637.354555382,0.30810526469404725
P47712,138762.74969262801,173670.36200392302,0.304698012533322
Q9NU22,39801.37696788093,25420.243062105834,0.3074740995476099
P09211,13420583.9709884,11164244.72410772,0.30947934089448403
P61106,211188.236709555,238670.5425030433,0.3180821393186441
P48553,83401.38339464372,68064.72380500106,0.3242748072952858
Q14203,264025.0274316997,243962.83857302365,0.3164551579745694
Q9BT09,330071.763173488,271703.4827276447,0.32580052692652856
O14737,1184843.46539511,1013992.2400864976,0.35267816350112585
Q9Y450,209482.94199951467,156565.61460950066,0.34266303364914563
Q96Q15,69284.57459731214,81890.93360313447,0.30224550278688367
Q9UMY4,265041.69779976265,229638.75921566467,0.3039299274667458
Q6VY07,91869.00588421233,99854.75802395184,0.3243719405710431
Q9BUT9,160548.957000825,116991.44845900642,0.3180851225829534
Q9NRZ9,86167.14004518879,101811.67641990069,0.3213864737774163
P08238,24716824.299132,20843758.32787243,0.32216182049272823
P42695,45424.1004313144,26862.411685670868,0.2663645461001927
Q9BRP1,151836.81390970765,178384.48946815167,0.3140670811193909
Q5W0V3,201927.3364169307,160001.83947282503,0.27645132298184927
Q9P016,245426.47751645267,188411.6040969893,0.2648249365845688
Q6P3W7,30133.958715102766,37679.85608919697,0.31849859027571775
Q9NRF9,136544.36031877866,148260.409529728,0.3467523701968409
O75436,718283.8899089433,632704.723079558,0.2973236572297264
P62330,271666.1995903787,240699.37377782268,0.3208889672689573
Q96G03,579279.5682620433,434091.3197266083,0.25765963550557774
Q3V6T2,25181.79831172327,31250.97170858837,0.32256517385888717
Q9BTE6,126106.62381610765,147781.8119215253,0.3022116452370582
Q9Y223,27902.4254546111,30803.664997946835,0.3330220777548873
P41212,36467.80067331317,29852.6610635835,0.3393425540971097
O43765,761602.8138882121,543391.1114180697,0.31498240985340653
Q8TDQ7,82977.29237035877,90411.55645476497,0.34701485818551486
Q9HB19,112687.83156860532,123858.60609657201,0.32172025306572716
Q9UBD5,174208.90997081832,150029.79911387566,0.3234340590385454
Q96ST3,87948.82823813257,67613.04712763459,0.2935648976762777
P23526,2410450.1789438236,2834514.9470794736,0.3187271683387447
P46060,647942.9729191497,701215.881384794,0.33894699959999025
Q9Y3C1,150664.09398431933,135343.12894722764,0.33379398575028346
P61018,67944.78326235084,61392.65750332506,0.3313217911299368
Q15276,137237.74679668166,116639.28668859768,0.30237094026501515
Q16186,360673.14633389167,404693.582276122,0.3362099995675917
Q9UBB6,45521.9001075185,57472.96244406566,0.3680225055397312
Q9NXV6,55780.83997425147,52240.068990823405,0.3309085910133924
P43034,552718.8595750453,667322.2512784923,0.3304118328468946
O94842,59380.2044281035,51027.3103640443,0.296629039587595
Q9Y4A5,34212.4362687924,26354.19599963063,0.3100108108002732
O60524,50221.760177357064,60987.38751062623,0.3774155664273236
Q9NUW8,89787.19611166221,85410.8870324591,0.3362861467524827
Q8N3U4,384926.8348389917,312893.250312832,0.33888868417469403
Q8TDP1,229576.650907314,206079.06031394366,0.3331889699146695
P06576,889923.5084722064,665695.8100086506,0.2839501163343785
Q92499,1090889.1492929521,954828.7705024458,0.3306807627542168
P18887,45873.3722769151,37968.9869517346,0.36835407443515206
P52701,335159.2716721627,285789.65433542035,0.33254356539832114
P59998,2632309.0524709704,2346802.772432823,0.3395177397852839
Q13200,2387536.1433074465,1954942.1833367,0.29887383487830954
Q16401,649291.273146714,535106.6936201154,0.3188190075216845
Q15785,276425.36143629765,234719.7160711467,0.3342764991787884
Q9NUJ1,68629.67780754063,55451.77703406757,0.30445169809585554
P36776,411629.57688925136,540744.3047942007,0.3783234366797924
Q8WXX5,329857.52737596136,295048.349292497,0.3303081515735876
O00303,2381922.2395460797,3304420.8212431264,0.32299047663876196
O14618,333621.85927956295,370408.64441354526,0.33926371326812654
Q9NTJ3,757007.4695727943,622904.6224554641,0.289453092725998
P08621,91579.52811468959,118997.5006988073,0.3267924503117158
P51692,753927.9065475357,628066.4010985871,0.323363226183846
Q9H900,73905.8193643312,94769.21751485905,0.32643794880472987
Q9ULA0,568242.2174206596,664374.169920089,0.30961463849744536
P62942,3862291.7740186267,4279933.653413207,0.36185684294783993
Q9Y2V7,46366.235381360835,35630.8435538998,0.3457166152752378
Q13435,207061.20704915337,174777.755167908,0.3206587714891559
Q9H0U4,199102.90753047532,219185.6666309207,0.35794974996724077
O00231,871843.4496927803,1007168.1015195777,0.37780740487462067
Q9NWV4,194699.75067873902,220468.99768176136,0.3444071617682405
Q9NWZ3,32667.917771406705,28821.3590604179,0.3506029019248703
Q9C0C9,129375.15945641468,109259.83062135459,0.3286217635331594
Q7L014,213091.24876405997,168460.88379132698,0.2902825506643687
P51665,802736.052227527,709426.0410724003,0.33452084325836595
Q01085,107563.87809390183,91683.7338695063,0.3648653854187256
Q8N6R0,22435.223052628367,27233.657252471497,0.3231483829413576
P04183,251374.581173428,179653.91277054665,0.3112087507843524
Q8WUH2,36899.66600493357,45169.26784995126,0.3757064517451538
Q9HB40,164257.45293965001,153753.98615132365,0.3537543930083004
P26583,1442292.4517684635,1150406.5875081334,0.3408886894015764
Q969T4,355785.04493969795,288859.360260623,0.3514712926894254
Q92614,94754.36953165759,109883.7253502253,0.36060347774712037
P49354,356449.7447572416,426081.9981518897,0.35147846537871286
Q5T6F2,147061.091528805,130128.89530472066,0.35151811877410555
Q9P086,57444.08646237854,40472.102130938096,0.3139503730239129
Q86YB8,287152.1097983707,231367.90848270434,0.33954186181159507
Q7L9L4,689060.1874513633,530438.1237833056,0.3007331789189271
P55145,500277.9286936617,582599.4675891338,0.34238376718173213
Q9GZT4,51640.23439016144,61905.70022583324,0.36507886743724927
P17987,4454262.488348633,3794907.129454624,0.34760323845615276
P62829,4288304.762234206,4934895.2175696,0.33796511882000974
O00273,359385.3110695233,413843.075762677,0.3607650080618169
P36957,60388.53850305721,75520.02544943664,0.32829041640701656
Q9Y3C6,128207.112948103,111664.10679441293,0.35786869421656686
P39019,6224494.955978182,7183483.543416027,0.4042465740570831
Q9NT62,335621.5823870343,316198.91107146966,0.3432318058151972
Q9BVQ7,64777.90911381197,84687.99162404094,0.2828745474682541
O75165,45522.05904685523,37632.040021279005,0.4021152561411743
Q8NBJ5,59338.825689900834,54110.73799322543,0.36088131058233824
P35573,223991.744240712,271900.100551248,0.33615994658085774
Q9UBC2,171867.363149674,182588.13562912736,0.35872271312504855
Q08752,320671.791459999,266527.17119176063,0.3510080615572874
Q9UKN8,265434.6284450123,240294.39204768903,0.34466341948824597
P48147,255176.63924264637,234175.32758345935,0.3599841631398492
Q9UKY7,1874015.4586699067,2132316.2429576465,0.36533869296848537
Q9NR46,138107.83567783635,127056.24847313667,0.3481349497521128
Q9H910,312149.9840463587,262355.265694235,0.34994088076835045
P28070,3480512.7363378704,3031128.80707678,0.32856895301042166
Q9NPQ8,270845.3423295824,238107.92627365803,0.38672025637713286
P09874,1471439.2904954033,1795796.5645120468,0.3530047347317713
Q99661,193513.9400105637,160831.20920324666,0.3513200590053938
Q96DI7,49201.54960445983,44023.24710277357,0.39123491322007525
P31946,4539536.466839057,4184008.9674898773,0.3501317477724491
Q8IW45,29378.577543993466,34925.37288456523,0.4089707275726888
Q9Y262,1210091.7570512865,1331503.9211583266,0.39228056839655956
P61803,55043.19985372687,72062.62873874973,0.6341438903032234
Q92918,252369.9127471347,317003.71140541136,0.2955920178010812
Q14141,1768895.7696139498,1479308.8438666032,0.35947954258083636
Q15691,1722343.56774361,1408149.03210604,0.3431276203772941
O43684,505289.0099480176,579841.7595502246,0.35633811066262266
Q14152,2497109.2082508267,2919405.389249667,0.3524672557607884
P48426,486845.9333814063,405031.34063242265,0.3561784690271963
O43237,70920.20967128243,76827.2428393579,0.37481580366561057
P08243,836099.1521562571,950244.6649801234,0.4111330038152827
Q14CX7,196680.59952890562,233378.77463018033,0.35774213162628155
O75131,271887.5076661236,239449.47658013366,0.38475086634372785
Q9H444,321902.9813109687,294960.9900516683,0.358268773791081
O43768,559780.6780262197,675409.2132476304,0.39295976513963915
Q8TCA0,155451.21165194068,169281.17159054065,0.36832798562806324
Q96L92,31156.37478979753,37375.274984178235,0.3731298667597889
Q9UPU5,225485.26765073198,284471.780174796,0.36430804196662375
Q13685,26320.888841684267,32600.581556090667,0.342575866584869
Q7L0Y3,54366.50784482003,64219.00373050433,0.3729892518645384
A6NDG6,452245.54620512103,558811.0382338536,0.36609653838556544
Q15185,2642160.67566672,3048653.180510213,0.4109693157791208
P08708,5520413.856145986,6229043.977136766,0.37217939710695114
Q14980,71373.25917266567,59647.02666776677,0.34066480180939995
O43852,639392.0854388067,589531.381920715,0.35034206036176085
Q8NE71,360771.63563826,327231.61838734365,0.3469433827362557
P07355,1387490.1054818034,1163662.253235127,0.35787184458302324
Q2TAA2,338097.84377210005,238760.33261466565,0.30450171525449365
P23919,430925.8037854857,396951.92545785103,0.39263668778429106
O43615,26345.956009973936,32758.178195021068,0.4527765681371517
Q01432,155535.03398332433,179570.37609422897,0.39882700668127047
P63279,861501.055030065,734621.3802454179,0.3763289598355868
P47897,1982457.845875133,1810266.8872988,0.372622783418919
Q32P41,142824.42977530244,99157.51395616797,0.33456233766438886
Q96GA3,109584.02167630801,112928.649227542,0.37067384675086457
P28065,741165.5630469458,615116.9821369044,0.3808287832361257
P20618,2622265.656481923,2753785.87089379,0.3746900252073097
Q9Y3P9,166506.98921416464,178420.49880898732,0.37378022289174295
O00505,149161.853294101,124130.70651533338,0.4097073259916498
P41743,27438.136692613498,30700.15527256067,0.43117066755761485
O43447,357272.3618826777,316485.2471980423,0.3575619463528504
O00203,234244.58784718203,208966.613519963,0.3895338967474828
Q9NYU2,944730.9649906899,808882.238358716,0.3473308863487349
P46777,4476429.2125403,5441093.338698393,0.45105415529647536
Q96SB4,230155.51776636834,199180.50562178498,0.3997038423960455
P30520,498371.31482373667,593877.8452864033,0.42491195743452886
Q96P70,1563399.6018447634,1906617.9529059234,0.3549132859384988
Q8N163,547601.0688065201,469798.0097700927,0.3530527043116195
P52789,866006.9442196883,694471.6693245441,0.3904916827360197
Q9NR09,95292.42350223336,79036.72168986179,0.38909371051187747
P62081,9255081.221865624,11753148.120101288,0.4237020426506825
Q9NXC5,39607.367574285694,44436.319282160526,0.4249123585579849
P48643,5400956.765959064,4320380.78681808,0.3316105659734498
Q96RU3,2177023.909999927,2397793.0823779465,0.38556005056179493
Q15293,438255.94013723335,390784.63074775296,0.3811269218820545
P61964,112088.01601521204,93750.79255166727,0.38201400248231787
Q9BWS9,64757.17239599607,78603.94791835952,0.4011078257917109
P11940,1724986.2209181,1864466.45057966,0.4122808925647828
P33121,80666.37065781234,70474.40212849346,0.40843274810123426
Q14232,433017.43917575903,502427.052534024,0.3866816392898904
O95218,178433.091108468,198475.424731451,0.4453094648038903
Q13426,51104.090741453336,40933.23455246506,0.3866578725910706
O76003,1487590.0754916398,1816284.471701417,0.3652104168589328
P46109,446119.99641225673,404556.59188834834,0.3884370560179246
Q9Y265,1175341.6158717533,1310701.99286438,0.36540723129483876
Q99829,1267263.8173559404,1026917.1458383631,0.36540716871066253
Q92900,329211.2060409807,367036.25137794734,0.3855865304974951
P82930,23328.2522402577,25105.384469546963,0.4210898645191349
Q15751,29944.53132827413,38602.182662597465,0.3822241760523632
O60518,208490.830684608,191002.96246068133,0.4278094040128412
P19525,847191.3632803787,687011.5478999033,0.3842964330345381
Q9H267,170355.71594411499,147343.21354736434,0.39819425611958237
Q9ULT8,18293.40157748663,19463.953123774303,0.38680466086947873
Q8WUA7,64190.80580314703,71588.52089885277,0.41510322895218393
O75962,9336.029670901806,11148.246167603094,0.48846327198191897
Q8NDC0,829761.4000328657,663792.8670223313,0.40153154806862507
Q14527,55345.0250927287,64569.34129020519,0.4419245457041827
P10412,814687.9319504086,939732.506422583,0.3867379565027375
Q13620,300630.86642321,239730.0700165707,0.3554088121992341
O95394,91737.16646985116,73821.07526352884,0.3792451411958474
P41236,195407.56121762868,181499.23861799334,0.40477294376394474
Q8IZE3,18525.0892278592,23716.8411858109,0.42304327243912543
P61981,3271549.5639085234,3881882.6743967473,0.40265186652789786
Q9H2J4,158430.29833536933,174702.12266222163,0.40413515857252114
Q9Y5L4,213576.54056769933,179716.73915192,0.3868220295308288
Q9NZJ9,324639.2544169577,366451.0823641123,0.45751416548165696
Q14019,2722057.26598643,3034769.441884883,0.41235980036806325
Q8IXM2,257350.532833931,246505.250385245,0.4131387147358205
P23497,116239.44688130902,108716.22879917297,0.39968001614937587
Q8WW12,358611.54931600834,278783.330121529,0.35060288147786545
P11171,15103.822822008404,19069.44222979427,0.408929930774454
P22087,232526.94997164267,261673.81485413667,0.4327075442602708
Q6Y7W6,512613.8146951683,453195.75389997335,0.3661665880692149
Q10713,87394.42715045948,109293.08792698632,0.32854359871760214
Q16740,55345.96680655263,62990.36888700284,0.423754981034975
Q15435,818263.4911219096,986062.0241553566,0.40595084056296776
P20585,64464.62051427777,42662.03372410707,0.36985174604478144
Q9BZG8,29576.433646684436,34771.54518607743,0.3758360801749155
Q8N4P3,70080.50268933616,81298.21956575113,0.45049695523742805
P42677,1954713.94805514,1789750.8789610968,0.40526939676914026
Q9NW82,42853.14091802337,50369.03328457077,0.36343274022455707
Q06787,53268.671107825,61068.080360460306,0.40639225976602933
Q14011,419546.5071430157,367351.959128646,0.39951347583578817
Q01433,173859.70720394468,158971.68032919633,0.402744126529754
Q9BQ67,258046.39981530467,304653.02346635197,0.44191995914601667
O75794,77801.4130016089,61462.705146127126,0.3253541682279205
Q92609,237860.96483632002,271547.067059574,0.411137717855552
Q92688,2086368.91557888,1847489.9849979833,0.39966472178662243
O75818,20725.517336249035,14510.56327600297,0.47372179062285114
P07339,127914.63064122299,112901.66839439032,0.39681928906847247
Q8IZ07,74209.62204857862,80641.10531282677,0.39535163114044386
Q05209,143800.7307925545,178348.67943097535,0.4231470176465734
Q99436,1606958.8726878602,1455778.43975163,0.4069069039846806
Q9UI30,416394.49142487097,455604.8290467404,0.4069579476891568
Q9BZQ8,359732.22839205334,425687.793034017,0.38893802955854584
P55084,49356.37888654444,44341.61600968753,0.3711620942747971
P53004,898588.7977064163,733643.4320265003,0.4087666348759811
P40306,2130627.5400915234,1584797.3819060866,0.3517045225731193
Q8WWM7,334368.13237669296,298840.22637505666,0.4327647258341367
Q9Y230,2121207.2901485534,2494635.40281426,0.4426008526901906
P60983,522009.23727165937,455328.12050519866,0.43070255110871053
Q9H9C1,55346.418146457,48173.50331842684,0.4094350675395787
Q07666,876691.7756083541,819124.1067146547,0.41066307728039564
Q9UJ70,637807.579680298,690819.3518196101,0.42043434406820834
Q86Y56,95479.67809000322,110430.243097049,0.4639471805244936
Q16512,223964.04276779466,197444.87663651034,0.4527953107388166
Q9BQ75,40802.46443902917,32878.7085856243,0.371747487923625
P21283,73733.4761017757,67759.70057152673,0.40457318590667374
Q9BRT9,109550.71652591687,122170.09266239499,0.4122477601910089
Q92797,197421.38152568,149339.929419803,0.36138820216176865
Q96CV9,58791.28533090767,42595.346511207965,0.38184367982179185
P51148,467658.21499498497,409434.7274533813,0.37461396714908596
Q9Y5Z4,84248.39122867213,75225.39329964976,0.4673068863860839
P25685,86662.54674245293,106544.9368745014,0.46668009168415264
P63098,158637.08466751367,133001.70609414668,0.40833194486177005
Q9H4A4,431952.99533886166,377115.18292649096,0.36825320161367425
O95336,996500.1471816878,1298586.4745932554,0.4056963286533271
Q8N1B4,48990.53979334093,59974.14716486223,0.41034105718165553
Q9Y285,946108.4526345375,1070270.1285545593,0.4153624634420958
Q9UI10,185322.08508445733,208438.31914862132,0.47971541088961606
Q16822,40646.64582237453,45497.277021296824,0.4571747469728064
Q9NQ29,68328.65963634373,57229.28754529394,0.40621947783059154
P20339,77199.71398997777,66083.93617597787,0.4154603992718359
P15531,8349134.254900757,9692828.835376583,0.436739974071601
P23786,26024.601811947534,30272.602733487834,0.42895561278525635
Q9NY33,1071958.5280503836,977454.0277652424,0.38298689592319873
P46734,250067.10825398235,298244.02231832367,0.4233378503006862
Q9NWS0,66269.30014728617,74451.37689405093,0.47533339908333316
P13861,240777.93750757133,285486.4926929586,0.4706641237780017
P32969,4132980.3605383267,4626346.9690707065,0.42969252081642395
O15511,1274200.982717377,1118554.0562366033,0.36941069549752825
Q8NBF2,127083.22831724833,144511.26465200633,0.48008901066853155
Q8TD16,86556.80851979453,55896.330723550134,0.37362206232675593
O14818,3205687.02218909,2866587.830299253,0.42971881921437893
A0AVT1,435202.4389394747,390848.2619542293,0.42789565643462735
O75821,909121.8954249611,982751.2548130833,0.42165469395456445
Q14978,1148429.752420161,1352348.1412064333,0.4832871606764399
Q6IN85,345295.00477625936,295529.6599464307,0.4580314067036707
P51610,343409.991841664,279826.933274769,0.39600086437817106
P05455,2720458.9153564936,2292066.4400313837,0.4249039410039622
Q9UNM6,1280543.2725533396,1062835.2570414385,0.390988648507321
O95081,29655.136491081164,26552.235470493702,0.4243465508371653
Q7Z478,31741.917127902034,39021.11033303834,0.540858877612782
Q09028,1219160.6560977735,1046183.3952009673,0.4643737147810808
Q9UPN7,231001.90393870432,251194.674547355,0.427922521609171
O75575,90496.5265648802,114675.33608464163,0.49103655871601776
P53582,127482.44159026799,114053.93003591866,0.42172171192130836
Q9Y3F4,952283.4398738327,846594.1930808709,0.43243097495624155
P32321,80873.81188310524,102093.56949082851,0.4382469900738114
P23588,730416.7183411488,606247.9532999863,0.4197968808355223
Q99627,840897.0986090287,1016035.6513916813,0.46337797406786285
Q02543,2183825.1369358734,2463144.25541549,0.42824227348588517
Q5VYS8,24231.013956803465,20516.628272499136,0.4179421946889076
Q8WVJ2,548739.2884366954,433566.571797935,0.4171344640788239
P21333,956501.5219367547,837963.9426708933,0.4974719555791307
P35269,230146.53965260496,200119.441666337,0.4353125178821295
Q9UJA5,94467.60821655311,84646.88164624448,0.39353128186072744
Q99615,387224.69673395535,350563.50374254235,0.4263559328161962
P24534,6016281.29378172,6736153.0716799265,0.4947127996256086
Q13217,121778.83211603759,103799.4273747406,0.40918686516238495
O60925,506582.51255736995,570053.904952648,0.4798703408189046
P49841,42276.08603388147,45568.735800632894,0.4234404854621319
Q04446,681554.1345117836,535451.1141496763,0.34978591816633525
P53602,223664.60493105766,247202.06010355867,0.4207527282596947
P18669,16910625.801505502,17956420.1588288,0.4478804303942066
Q9H6S0,132109.23127078198,151520.03210548,0.4383276400467873
O94804,768117.1814549742,851789.710291295,0.4808149007426329
P40227,12550422.032124296,9553351.572479835,0.37740862592724234
Q7Z422,234233.22954863132,211984.11220228067,0.4174193374767069
Q10567,932273.6175653314,1050064.7059059974,0.4459059770952165
Q13895,156572.340682267,128951.88956504001,0.3928361059895066
O95747,346505.695590825,308996.5340264707,0.4324448440602965
P16333,35225.55470475577,31107.045792608766,0.41661182484760384
Q8N3D4,42120.0179308312,35967.971131029066,0.4775749399261201
O60763,498208.4532504214,522382.11445402604,0.4505104355107608
Q06323,4464869.516278263,4080248.942681233,0.4600763806927468
Q92747,108236.57126749057,99515.49608323422,0.43369934756307627
P51570,358021.414993616,270643.2278947797,0.43954652534042704
Q96KB5,45812.517401377496,37176.976510730434,0.4243497120531526
P11177,200465.214420386,224299.98438565634,0.5213440956749519
Q9Y3I0,664012.3614837973,772099.7045655117,0.4228886005827723
P41227,372674.0029326807,435062.8677943293,0.41782031025138694
Q96EE3,45608.90132413983,40633.79702741806,0.48789067508974454
Q9UPT8,114018.65886733204,98766.3864053164,0.44729736425060607
Q9BZ23,14876.051956372967,15964.462487701501,0.468866193843237
Q13573,654012.346820149,832632.5602725557,0.358375484264365
Q9Y490,6611795.484870951,5319401.3902039165,0.39637625164638624
P17844,552036.0911023923,486339.9556508873,0.40608958775955023
Q16181,2252213.5640033768,2064827.5172240436,0.4211879304633671
P19838,479298.6350748907,400093.046080102,0.391283121031455
Q9HD15,180637.23379630668,151820.07325734833,0.45155556236948985
Q9GZT3,104153.4178278789,95602.7594303763,0.4151769682812695
Q9Y6D6,62405.04961121096,51769.571443379864,0.3999484040154826
P31751,60875.81832638793,68651.63246861212,0.48600710643634587
Q14240,608066.4393357,549520.5456545242,0.45779063551267757
P11388,68746.0925829887,59648.07510571203,0.3986144639218287
P47755,1670908.3706844167,1916650.3522246697,0.4506620456347467
Q15027,535531.7253581419,485672.10970377666,0.4180196911221038
Q9H361,1866064.1954975997,1674059.5913798532,0.42212278736522624
Q9Y478,53068.99155952506,46916.328709570196,0.410257250506562
O60885,81165.72401515416,92548.7737623501,0.5003549326497374
P08236,149925.48324621402,132706.82628067667,0.45002404748083
P35579,3646925.1557687395,3942603.3286693734,0.45686129047016594
Q15149,160448.533686421,153046.60061270933,0.4404650238888973
Q9NTZ6,222181.45557873932,192351.76172212334,0.4138411127418936
P52566,15748243.598819934,13192485.1286705,0.44304295108516367
Q8N0Y7,15668000.7728121,17299746.549325097,0.4299902905299411
O75534,411515.98674239335,431088.4354863253,0.4383740025113357
Q9Y3I1,411957.69668799196,368883.57648414234,0.4120849059032567
